feature,direction,threshold,selected_events,selected_positive,selected_negative,win_rate_pct,average_profit_usd,total_profit_usd,median_profit_usd,best_profit_usd,worst_profit_usd,precision,recall,false_positive_rate,training_cycle_start,training_cycle_end
pair_score,HIGHER,47.27578947368421,642,0,642,0.0,-0.004047169781931463,-2.5982829999999995,-0.002419500000000017,-0.0004340000000000437,-0.103881,0.0,0.0,0.7165178571428571,1,9
market_score,HIGHER,41.83157894736841,722,0,722,0.0,-0.003684336565096952,-2.6600909999999995,-0.002363499999999961,-0.0004340000000000437,-0.031776000000000026,0.0,0.0,0.8058035714285714,1,9
volume_score,HIGHER,49.07578947368421,702,0,702,0.0,-0.003862504273504273,-2.7114779999999996,-0.0023449999999999842,-0.0004340000000000437,-0.04149899999999995,0.0,0.0,0.7834821428571429,1,9
pair_score,HIGHER,41.130526315789474,675,0,675,0.0,-0.004181225185185184,-2.8223269999999996,-0.0024370000000000207,-0.0004340000000000437,-0.103881,0.0,0.0,0.7533482142857143,1,9
maximum_component_score,HIGHER,61.42,732,0,732,0.0,-0.0038672814207650267,-2.8308499999999994,-0.002375499999999973,-0.0004340000000000437,-0.031776000000000026,0.0,0.0,0.8169642857142857,1,9
score_dispersion,LOWER,17.337107564233506,280,1,279,0.35714285714285715,-0.010802057142857143,-3.024576,-0.006708500000000004,0.025919000000000025,-0.20155100000000004,0.0035714285714285713,1.0,0.31138392857142855,1,9
pair_score,HIGHER,36.491578947368424,715,0,715,0.0,-0.004276183216783217,-3.0574709999999996,-0.0024229999999999512,-0.0004340000000000437,-0.103881,0.0,0.0,0.7979910714285714,1,9
volume_score,HIGHER,35.484210526315785,740,0,740,0.0,-0.00424116081081081,-3.138458999999999,-0.0024120000000000235,-0.0004340000000000437,-0.04149899999999995,0.0,0.0,0.8258928571428571,1,9
composite_market_score,HIGHER,29.818342105263156,757,0,757,0.0,-0.00416756142668428,-3.1548439999999998,-0.0024220000000000335,-0.0004340000000000437,-0.103881,0.0,0.0,0.8448660714285714,1,9
liquidity_score,HIGHER,33.6621052631579,742,0,742,0.0,-0.004283264150943396,-3.1781819999999996,-0.0023859999999999975,-0.0004340000000000437,-0.20155100000000004,0.0,0.0,0.828125,1,9
market_score,HIGHER,29.836315789473684,766,0,766,0.0,-0.004200616187989556,-3.217672,-0.0024385000000000084,-0.0004340000000000437,-0.04149899999999995,0.0,0.0,0.8549107142857143,1,9
maximum_component_score,HIGHER,52.42,762,0,762,0.0,-0.004241776902887138,-3.2322339999999996,-0.0024330000000000167,-0.0004340000000000437,-0.103881,0.0,0.0,0.8504464285714286,1,9
pair_score,HIGHER,32.20263157894736,737,0,737,0.0,-0.004433750339213025,-3.2676739999999995,-0.0024170000000000007,-0.0004340000000000437,-0.103881,0.0,0.0,0.8225446428571429,1,9
score_dispersion,LOWER,23.25571129258143,326,1,325,0.3067484662576687,-0.010367263803680983,-3.3797280000000005,-0.006658000000000051,0.025919000000000025,-0.20155100000000004,0.003067484662576687,1.0,0.3627232142857143,1,9
pair_score,HIGHER,28.371578947368423,760,0,760,0.0,-0.004671806578947368,-3.5505729999999995,-0.0024625000000000324,-0.0004340000000000437,-0.103881,0.0,0.0,0.8482142857142857,1,9
liquidity_score,HIGHER,23.616315789473685,781,0,781,0.0,-0.004641952624839948,-3.625365,-0.002472000000000028,-0.0004340000000000437,-0.20155100000000004,0.0,0.0,0.8716517857142857,1,9
maximum_component_score,HIGHER,39.7,798,0,798,0.0,-0.0046762042606516285,-3.7316109999999996,-0.002507499999999994,-0.0004340000000000437,-0.103881,0.0,0.0,0.890625,1,9
volume_score,HIGHER,24.9,780,0,780,0.0,-0.004795402564102563,-3.740413999999999,-0.0024929999999999657,-0.0004340000000000437,-0.103881,0.0,0.0,0.8705357142857143,1,9
score_dispersion,LOWER,27.559976503802723,373,1,372,0.2680965147453083,-0.010265163538873995,-3.828906,-0.006678999999999989,0.025919000000000025,-0.20155100000000004,0.002680965147453083,1.0,0.41517857142857145,1,9
composite_market_score,HIGHER,19.48015789473684,803,0,803,0.0,-0.004814366127023661,-3.8659359999999996,-0.0025140000000000145,-0.0004340000000000437,-0.103881,0.0,0.0,0.8962053571428571,1,9
pair_score,HIGHER,17.658947368421043,799,0,799,0.0,-0.004956481852315394,-3.9602289999999996,-0.0025579999999999475,-0.0004340000000000437,-0.103881,0.0,0.0,0.8917410714285714,1,9
score_dispersion,LOWER,30.21518931523346,419,1,418,0.23866348448687352,-0.009767307875894988,-4.092502,-0.006610000000000003,0.025919000000000025,-0.20155100000000004,0.002386634844868735,1.0,0.46651785714285715,1,9
market_score,HIGHER,20.373157894736842,810,0,810,0.0,-0.005103704938271604,-4.134001,-0.0025494999999999806,-0.0004340000000000437,-0.18618199999999996,0.0,0.0,0.9040178571428571,1,9
volume_score,HIGHER,14.632105263157893,819,1,818,0.1221001221001221,-0.005169354090354089,-4.233700999999999,-0.0025579999999999475,0.025919000000000025,-0.103881,0.001221001221001221,1.0,0.9129464285714286,1,9
liquidity_score,HIGHER,15.31263157894737,819,1,818,0.1221001221001221,-0.00520070818070818,-4.259379999999999,-0.0025629999999999802,0.025919000000000025,-0.20155100000000004,0.001221001221001221,1.0,0.9129464285714286,1,9
score_dispersion,LOWER,31.192564116736712,466,1,465,0.2145922746781116,-0.009270849785407726,-4.320216,-0.0062785000000000184,0.025919000000000025,-0.20155100000000004,0.002145922746781116,1.0,0.5189732142857143,1,9
pair_score,HIGHER,10.745263157894737,834,0,834,0.0,-0.00525508273381295,-4.382739,-0.0026545000000000023,-0.0004340000000000437,-0.103881,0.0,0.0,0.9308035714285714,1,9
score_dispersion,LOWER,32.20941557327495,512,1,511,0.1953125,-0.008814130859375,-4.512835,-0.0059224999999999955,0.025919000000000025,-0.20155100000000004,0.001953125,1.0,0.5703125,1,9
maximum_component_score,HIGHER,30.88,830,0,830,0.0,-0.005559880722891566,-4.614700999999999,-0.002607499999999983,-0.0004340000000000437,-0.20155100000000004,0.0,0.0,0.9263392857142857,1,9
score_dispersion,LOWER,32.87648467654109,559,1,558,0.17889087656529518,-0.00830063327370304,-4.640053999999999,-0.005391999999999951,0.025919000000000025,-0.20155100000000004,0.0017889087656529517,1.0,0.6227678571428571,1,9
score_dispersion,LOWER,33.732963761787495,605,1,604,0.1652892561983471,-0.007905537190082643,-4.782849999999999,-0.004925999999999984,0.025919000000000025,-0.20155100000000004,0.001652892561983471,1.0,0.6741071428571429,1,9
composite_market_score,HIGHER,13.504657894736841,850,1,849,0.1176470588235294,-0.005713536470588235,-4.8565059999999995,-0.0026585000000000063,0.025919000000000025,-0.20155100000000004,0.001176470588235294,1.0,0.9475446428571429,1,9
volume_score,HIGHER,6.302631578947367,857,1,856,0.11668611435239205,-0.005701397899649941,-4.886098,-0.0026610000000000227,0.025919000000000025,-0.18618199999999996,0.0011668611435239206,1.0,0.9553571428571429,1,9
market_score,HIGHER,14.15578947368421,854,1,853,0.117096018735363,-0.005768733021077283,-4.926498,-0.0026625000000000103,0.025919000000000025,-0.20155100000000004,0.00117096018735363,1.0,0.9520089285714286,1,9
score_dispersion,LOWER,34.65028108596701,652,1,651,0.15337423312883436,-0.007560308282208587,-4.929320999999999,-0.004283000000000035,0.025919000000000025,-0.20155100000000004,0.0015337423312883436,1.0,0.7265625,1,9
liquidity_score,HIGHER,7.828947368421051,858,1,857,0.11655011655011654,-0.005757648018648019,-4.940062,-0.0026725000000000203,0.025919000000000025,-0.20155100000000004,0.0011655011655011655,1.0,0.9564732142857143,1,9
score_dispersion,LOWER,35.27313517050119,700,1,699,0.14285714285714285,-0.007217258571428571,-5.052080999999999,-0.0038429999999999836,0.025919000000000025,-0.20155100000000004,0.0014285714285714286,1.0,0.7801339285714286,1,9
maximum_component_score,HIGHER,22.1,865,1,864,0.11560693641618498,-0.0058848416184971095,-5.090388,-0.002686999999999993,0.025919000000000025,-0.20155100000000004,0.0011560693641618498,1.0,0.9642857142857143,1,9
score_dispersion,LOWER,36.015284411409446,748,1,747,0.1336898395721925,-0.00694741844919786,-5.196668999999999,-0.003576999999999995,0.025919000000000025,-0.20155100000000004,0.001336898395721925,1.0,0.8337053571428571,1,9
score_dispersion,LOWER,36.87059157901564,797,1,796,0.12547051442910914,-0.006735493099121705,-5.368187999999999,-0.0032459999999999694,0.025919000000000025,-0.20155100000000004,0.0012547051442910915,1.0,0.8883928571428571,1,9
score_dispersion,LOWER,37.73354623873746,846,1,845,0.1182033096926714,-0.0064671784869976354,-5.471233,-0.0029965000000000113,0.025919000000000025,-0.20155100000000004,0.001182033096926714,1.0,0.9430803571428571,1,9
market_score,HIGHER,1.87,897,1,896,0.11148272017837235,-0.006218277591973244,-5.577795,-0.0027770000000000277,0.025919000000000025,-0.20155100000000004,0.0011148272017837235,1.0,1.0,1,9
liquidity_score,HIGHER,0.0,897,1,896,0.11148272017837235,-0.006218277591973244,-5.577795,-0.0027770000000000277,0.025919000000000025,-0.20155100000000004,0.0011148272017837235,1.0,1.0,1,9
volume_score,HIGHER,0.0,897,1,896,0.11148272017837235,-0.006218277591973244,-5.577795,-0.0027770000000000277,0.025919000000000025,-0.20155100000000004,0.0011148272017837235,1.0,1.0,1,9
pair_score,HIGHER,0.0,897,1,896,0.11148272017837235,-0.006218277591973244,-5.577795,-0.0027770000000000277,0.025919000000000025,-0.20155100000000004,0.0011148272017837235,1.0,1.0,1,9
intelligence_score,HIGHER,0.0,897,1,896,0.11148272017837235,-0.006218277591973244,-5.577795,-0.0027770000000000277,0.025919000000000025,-0.20155100000000004,0.0011148272017837235,1.0,1.0,1,9
composite_market_score,HIGHER,1.581,897,1,896,0.11148272017837235,-0.006218277591973244,-5.577795,-0.0027770000000000277,0.025919000000000025,-0.20155100000000004,0.0011148272017837235,1.0,1.0,1,9
minimum_component_score,HIGHER,0.0,897,1,896,0.11148272017837235,-0.006218277591973244,-5.577795,-0.0027770000000000277,0.025919000000000025,-0.20155100000000004,0.0011148272017837235,1.0,1.0,1,9
maximum_component_score,HIGHER,3.4,897,1,896,0.11148272017837235,-0.006218277591973244,-5.577795,-0.0027770000000000277,0.025919000000000025,-0.20155100000000004,0.0011148272017837235,1.0,1.0,1,9
score_dispersion,LOWER,42.693052174797714,897,1,896,0.11148272017837235,-0.006218277591973244,-5.577795,-0.0027770000000000277,0.025919000000000025,-0.20155100000000004,0.0011148272017837235,1.0,1.0,1,9
cost_bps,LOWER,20.0,897,1,896,0.11148272017837235,-0.006218277591973244,-5.577795,-0.0027770000000000277,0.025919000000000025,-0.20155100000000004,0.0011148272017837235,1.0,1.0,1,9
estimated_cost_usd,LOWER,0.002,897,1,896,0.11148272017837235,-0.006218277591973244,-5.577795,-0.0027770000000000277,0.025919000000000025,-0.20155100000000004,0.0011148272017837235,1.0,1.0,1,9
